"Date","Dernier","Ouv.","Plus Haut","Plus Bas","Variation %"
"28/04/2016","9,6438","9,6258","9,6729","9,6025","-0,27%"
"27/04/2016","9,6696","9,6430","9,7087","9,6120","0,07%"
"26/04/2016","9,6631","9,6872","9,7003","9,6174","-0,15%"
"25/04/2016","9,6777","9,7062","9,7231","9,6498","-0,19%"
"22/04/2016","9,6966","9,6605","9,7174","9,6319","0,10%"
"21/04/2016","9,6865","9,6430","9,7209","9,5910","0,06%"
"20/04/2016","9,6810","9,6110","9,7125","9,5930","0,33%"
"19/04/2016","9,6495","9,6634","9,6973","9,5927","-0,23%"
"18/04/2016","9,6715","9,6595","9,7166","9,6208","-0,18%"
"15/04/2016","9,6893","9,6530","9,7423","9,6278","-0,08%"
"14/04/2016","9,6970","9,6550","9,7341","9,6407","0,04%"
"13/04/2016","9,6935","9,6061","9,7240","9,5850","0,60%"
"12/04/2016","9,6355","9,5850","9,6835","9,5515","0,12%"
"11/04/2016","9,6236","9,6004","9,6603","9,5617","0,17%"
"08/04/2016","9,6071","9,6113","9,6479","9,5767","-0,29%"
"07/04/2016","9,6348","9,5997","9,6558","9,5594","0,07%"
"06/04/2016","9,6285","9,5922","9,6949","9,5698","-0,07%"
"05/04/2016","9,6357","9,6041","9,6810","9,5798","0,09%"
"04/04/2016","9,6270","9,6152","9,6447","9,5675","-0,10%"
"01/04/2016","9,6367","9,6272","9,6866","9,5510","0,04%"
"31/03/2016","9,6332","9,6341","9,6704","9,5797","-0,28%"
"30/03/2016","9,6605","9,6765","9,7375","9,6000","-0,10%"
"29/03/2016","9,6698","9,7253","9,7457","9,6526","-0,63%"
"28/03/2016","9,7313","9,7093","9,7512","9,6803","-0,17%"
"25/03/2016","9,7474","9,7378","9,7530","9,7010","0,06%"
"24/03/2016","9,7418","9,7120","9,7567","9,6965","-0,00%"
"23/03/2016","9,7420","9,6840","9,7848","9,6820","0,36%"
"22/03/2016","9,7075","9,6710","9,7347","9,6620","-0,04%"
"21/03/2016","9,7115","9,6465","9,7441","9,6465","0,16%"
"18/03/2016","9,6957","9,6320","9,7217","9,6220","0,32%"
"17/03/2016","9,6645","9,7099","9,7248","9,6155","-0,58%"
"16/03/2016","9,7205","9,7613","9,8424","9,6720","-0,64%"
"15/03/2016","9,7830","9,7619","9,8295","9,7347","0,04%"
"14/03/2016","9,7789","9,7570","9,7921","9,7200","0,15%"
"11/03/2016","9,7640","9,7254","9,7940","9,6890","0,21%"
"10/03/2016","9,7440","9,8314","9,9658","9,6825","-0,99%"
"09/03/2016","9,8410","9,8120","9,8991","9,7801","0,22%"
"08/03/2016","9,8195","9,7940","9,8392","9,7693","-0,14%"
"07/03/2016","9,8335","9,8082","9,9032","9,7840","-0,01%"
"04/03/2016","9,8345","9,8376","9,8898","9,7789","-0,11%"
"03/03/2016","9,8451","9,8838","9,9166","9,8170","-0,50%"
"02/03/2016","9,8948","9,9036","9,9343","9,8659","-0,19%"
"01/03/2016","9,9135","9,8720","9,9608","9,8513","0,04%"
"29/02/2016","9,9095","9,8720","9,9473","9,8187","0,31%"
"26/02/2016","9,8790","9,8162","9,8850","9,7603","0,58%"
"25/02/2016","9,8222","9,7940","9,8409","9,7700","-0,12%"
"24/02/2016","9,8338","9,8208","9,8978","9,7728","0,06%"
"23/02/2016","9,8280","9,7860","9,8753","9,7740","0,06%"
"22/02/2016","9,8225","9,7580","9,8682","9,7414","0,59%"
"19/02/2016","9,7650","9,7540","9,8030","9,7225","-0,13%"
"18/02/2016","9,7776","9,7282","9,7978","9,7135","0,06%"
"17/02/2016","9,7720","9,7240","9,8005","9,7018","0,29%"
"16/02/2016","9,7439","9,7180","9,7598","9,6934","-0,12%"
"15/02/2016","9,7555","9,6745","9,7808","9,6735","0,76%"
"12/02/2016","9,6815","9,6300","9,7122","9,6183","0,13%"
"11/02/2016","9,6685","9,6470","9,7199","9,5995","-0,17%"
"10/02/2016","9,6850","9,6450","9,7791","9,6360","0,01%"
"09/02/2016","9,6845","9,6960","9,7794","9,6220","-0,45%"
"08/02/2016","9,7280","9,7385","9,7848","9,6860","-0,18%"
"05/02/2016","9,7455","9,6900","9,7744","9,6730","0,27%"
"04/02/2016","9,7190","9,7559","9,8180","9,6602","-0,56%"
"03/02/2016","9,7740","9,8558","9,8863","9,7234","-1,03%"
"02/02/2016","9,8762","9,8608","9,8949","9,8289","-0,22%"
"01/02/2016","9,8975","9,9161","9,9512","9,8454","-0,24%"
"29/01/2016","9,9217","9,8450","9,9339","9,8385","0,48%"
"28/01/2016","9,8743","9,8552","9,9238","9,8200","-0,25%"
"27/01/2016","9,8993","9,8810","9,9357","9,8375","-0,13%"
"26/01/2016","9,9124","9,9018","9,9520","9,8655","0,03%"
"25/01/2016","9,9093","9,9350","9,9400","9,8743","-0,33%"
"22/01/2016","9,9420","9,8800","9,9466","9,8647","0,44%"
"21/01/2016","9,8980","9,8549","9,9521","9,8406","-0,01%"
"20/01/2016","9,8989","9,8498","9,9201","9,8146","0,13%"
"19/01/2016","9,8865","9,8828","9,9254","9,8325","-0,09%"
"18/01/2016","9,8950","9,8425","9,9202","9,8425","0,46%"
"15/01/2016","9,8495","9,8700","9,9138","9,8064","-0,66%"
"14/01/2016","9,9149","9,8886","9,9472","9,8288","0,01%"
"13/01/2016","9,9135","9,8893","9,9627","9,8583","-0,11%"
"12/01/2016","9,9240","9,8695","9,9540","9,8533","0,48%"
"11/01/2016","9,8765","9,8745","9,9229","9,8538","-0,05%"
"08/01/2016","9,8815","9,8468","9,9512","9,8460","-0,01%"
"07/01/2016","9,8825","9,9420","10,0010","9,8438","-0,85%"
"06/01/2016","9,9670","9,9610","10,0360","9,9218","-0,33%"
"05/01/2016","9,9999","9,9040","10,0211","9,8925","0,61%"
"04/01/2016","9,9390","9,8680","9,9980","9,8465","0,47%"
"01/01/2016","9,8925","9,8873","9,8925","9,8680","-0,24%"
"31/12/2015","9,9167","9,8467","9,9548","9,8430","0,40%"
"30/12/2015","9,8767","9,8390","9,9441","9,8280","-0,06%"
"29/12/2015","9,8830","9,8139","9,9447","9,7933","0,25%"
"28/12/2015","9,8583","9,8840","9,9136","9,8009","-0,20%"
"25/12/2015","9,8781","9,8772","9,9345","9,8223","-0,03%"
"24/12/2015","9,8811","9,9088","9,9221","9,8368","-0,33%"
"23/12/2015","9,9137","9,8205","9,9535","9,8100","0,57%"
"22/12/2015","9,8580","9,8570","9,9139","9,8045","-0,25%"
"21/12/2015","9,8830","9,8990","9,9438","9,8310","-0,23%"
"18/12/2015","9,9060","9,9020","9,9502","9,8665","-0,28%"
"17/12/2015","9,9335","9,8530","9,9492","9,8395","0,56%"
"16/12/2015","9,8780","9,8326","9,9173","9,7931","0,06%"
"15/12/2015","9,8717","9,8352","9,9072","9,7676","0,33%"
"14/12/2015","9,8389","9,8145","9,8679","9,7709","0,18%"
"11/12/2015","9,8215","9,8268","9,8757","9,7788","-0,43%"
"10/12/2015","9,8635","9,8141","9,8926","9,7728","0,47%"
"09/12/2015","9,8175","9,8559","9,9225","9,7728","-0,84%"
"08/12/2015","9,9006","9,9005","9,9524","9,8450","-0,30%"
"07/12/2015","9,9305","9,8790","9,9710","9,8660","0,29%"
"04/12/2015","9,9020","9,8445","9,9219","9,8358","0,34%"
"03/12/2015","9,8680","10,0254","10,1130","9,8220","-1,67%"
"02/12/2015","10,0360","10,0360","10,0900","10,0100","-0,01%"
"01/12/2015","10,0370","10,0720","10,0790","10,0080","-0,47%"
"30/11/2015","10,0839","10,0610","10,1078","10,0281","0,42%"
"27/11/2015","10,0420","10,0276","10,0800","9,9995","-0,15%"
"26/11/2015","10,0572","10,0240","10,0852","10,0100","0,21%"
"25/11/2015","10,0365","10,0092","10,0945","9,9778","0,10%"
"24/11/2015","10,0265","10,0080","10,0655","9,9859","-0,16%"
"23/11/2015","10,0425","9,9925","10,0891","9,9898","0,43%"
"20/11/2015","9,9995","9,9530","10,0390","9,9470","0,16%"
"19/11/2015","9,9839","9,9950","10,0250","9,9370","-0,33%"
"18/11/2015","10,0165","10,0040","10,0645","9,9655","-0,23%"
"17/11/2015","10,0398","9,9780","10,0680","9,9635","0,38%"
"16/11/2015","10,0014","9,9702","10,0446","9,9298","0,46%"
"13/11/2015","9,9560","9,9060","9,9994","9,8948","0,13%"
"12/11/2015","9,9427","9,9480","10,0311","9,8918","-0,40%"
"11/11/2015","9,9823","9,9437","10,0226","9,9208","0,08%"
"10/11/2015","9,9741","9,9430","10,0192","9,9245","0,10%"
"09/11/2015","9,9645","9,9630","10,0020","9,9210","-0,06%"
"06/11/2015","9,9700","9,8750","9,9846","9,8528","0,66%"
"05/11/2015","9,9048","9,8688","9,9495","9,8537","0,02%"
"04/11/2015","9,9025","9,8120","9,9368","9,8080","0,58%"
"03/11/2015","9,8450","9,7980","9,8856","9,7740","0,34%"
"02/11/2015","9,8121","9,7945","9,8360","9,7675","-0,13%"
"30/10/2015","9,8245","9,8096","9,8680","9,7550","-0,30%"
"29/10/2015","9,8540","9,8500","9,9085","9,8048","-0,30%"
"28/10/2015","9,8834","9,7970","9,9134","9,7448","0,82%"
"27/10/2015","9,8030","9,7807","9,8144","9,7560","0,05%"
"26/10/2015","9,7981","9,7825","9,8311","9,7563","-0,24%"
"23/10/2015","9,8212","9,7490","9,8340","9,7197","0,50%"
"22/10/2015","9,7723","9,6230","9,7766","9,5839","1,29%"
"21/10/2015","9,6480","9,6266","9,6950","9,5946","0,02%"
"20/10/2015","9,6461","9,6373","9,6599","9,5906","-0,19%"
"19/10/2015","9,6645","9,6072","9,7082","9,5698","0,20%"
"16/10/2015","9,6450","9,6072","9,6487","9,5891","0,21%"
"15/10/2015","9,6249","9,5751","9,6345","9,5429","0,49%"
"14/10/2015","9,5779","9,6210","9,6370","9,5500","-0,51%"
"13/10/2015","9,6270","9,6317","9,6450","9,5811","-0,11%"
"12/10/2015","9,6377","9,6330","9,6452","9,5831","-0,00%"
"09/10/2015","9,6379","9,6483","9,6878","9,5873","-0,44%"
"08/10/2015","9,6805","9,6977","9,7216","9,6233","-0,21%"
"07/10/2015","9,7010","9,6590","9,7332","9,6440","0,06%"
"06/10/2015","9,6952","9,7191","9,7755","9,6462","-0,31%"
"05/10/2015","9,7251","9,6690","9,7357","9,6410","0,10%"
"02/10/2015","9,7155","9,7010","9,7475","9,6355","-0,07%"
"01/10/2015","9,7225","9,7296","9,7733","9,6934","-0,11%"
"30/09/2015","9,7336","9,6720","9,7440","9,6500","0,27%"
"29/09/2015","9,7072","9,6934","9,7492","9,6547","0,10%"
"28/09/2015","9,6972","9,7435","9,7480","9,6600","-0,27%"
"25/09/2015","9,7235","9,7014","9,7660","9,6864","0,19%"
"24/09/2015","9,7046","9,7246","9,7400","9,6535","-0,36%"
"23/09/2015","9,7401","9,7475","9,7973","9,6900","-0,25%"
"22/09/2015","9,7641","9,7229","9,7678","9,6800","0,39%"
"21/09/2015","9,7265","9,6415","9,7485","9,6300","0,64%"
"18/09/2015","9,6650","9,5750","9,6850","9,5520","0,71%"
"17/09/2015","9,5965","9,6520","9,7064","9,5610","-0,80%"
"16/09/2015","9,6742","9,6820","9,7141","9,6196","-0,10%"
"15/09/2015","9,6840","9,6253","9,7083","9,6091","0,27%"
"14/09/2015","9,6575","9,6418","9,6936","9,5980","0,11%"
"11/09/2015","9,6470","9,6578","9,7062","9,6130","-0,33%"
"10/09/2015","9,6790","9,7116","9,7534","9,6383","-0,39%"
"09/09/2015","9,7170","9,7137","9,7750","9,6790","-0,03%"
"08/09/2015","9,7197","9,7160","9,7467","9,6775","-0,18%"
"07/09/2015","9,7375","9,7230","9,7743","9,7020","-0,08%"
"04/09/2015","9,7457","9,7290","9,7756","9,6985","-0,12%"
"03/09/2015","9,7570","9,6991","9,8138","9,6535","0,57%"
"02/09/2015","9,7014","9,6270","9,7443","9,6125","0,48%"
"01/09/2015","9,6555","9,6830","9,7491","9,6080","-0,57%"
"31/08/2015","9,7105","9,7255","9,7652","9,6365","-0,33%"
"28/08/2015","9,7429","9,6502","9,7654","9,6217","0,53%"
"27/08/2015","9,6915","9,6417","9,7388","9,5946","0,36%"
"26/08/2015","9,6567","9,5476","9,6685","9,5021","1,10%"
"25/08/2015","9,5516","9,4939","9,6149","9,4716","0,55%"
"24/08/2015","9,4990","9,5924","9,6152","9,4257","-1,26%"
"21/08/2015","9,6205","9,6909","9,7034","9,5880","-0,75%"
"20/08/2015","9,6935","9,7528","9,8095","9,6525","-0,67%"
"19/08/2015","9,7585","9,7695","9,8379","9,7115","-0,52%"
"18/08/2015","9,8100","9,7768","9,8383","9,7338","0,28%"
"17/08/2015","9,7828","9,7357","9,7933","9,7117","0,17%"
"14/08/2015","9,7658","9,7407","9,7718","9,6825","0,24%"
"13/08/2015","9,7425","9,7147","9,8034","9,6950","0,05%"
"12/08/2015","9,7380","9,7977","9,8369","9,6830","-0,66%"
"11/08/2015","9,8027","9,7832","9,8300","9,7501","-0,01%"
"10/08/2015","9,8040","9,8620","9,8980","9,7714","-0,39%"
"07/08/2015","9,8420","9,8350","9,9261","9,8080","-0,23%"
"06/08/2015","9,8645","9,8721","9,9174","9,8243","-0,12%"
"05/08/2015","9,8767","9,8817","9,9079","9,8366","-0,10%"
"04/08/2015","9,8867","9,8443","9,8878","9,7955","0,38%"
"03/08/2015","9,8493","9,7870","9,8595","9,7870","0,56%"
"31/07/2015","9,7940","9,8525","9,8710","9,7316","-0,67%"
"30/07/2015","9,8600","9,8255","9,9009","9,7815","0,28%"
"29/07/2015","9,8320","9,7845","9,8615","9,7429","0,43%"
"28/07/2015","9,7898","9,7692","9,8101","9,7419","0,17%"
"27/07/2015","9,7730","9,8146","9,8540","9,7270","-0,58%"
"24/07/2015","9,8300","9,8060","9,8847","9,7900","0,04%"
"23/07/2015","9,8257","9,8384","9,8680","9,7793","-0,34%"
"22/07/2015","9,8595","9,8472","9,9095","9,8098","0,09%"
"21/07/2015","9,8505","9,9015","9,9154","9,8151","-0,61%"
"20/07/2015","9,9107","9,8898","9,9359","9,8605","0,05%"
"17/07/2015","9,9057","9,8755","9,9100","9,8375","0,26%"
"16/07/2015","9,8800","9,8250","9,8944","9,8071","0,43%"
"15/07/2015","9,8377","9,7900","9,8544","9,7618","0,21%"
"14/07/2015","9,8170","9,7960","9,8463","9,7398","0,09%"
"13/07/2015","9,8078","9,7115","9,8155","9,6704","0,75%"
"10/07/2015","9,7350","9,7760","9,8127","9,6618","-0,56%"
"09/07/2015","9,7902","9,7590","9,8146","9,7138","0,24%"
"08/07/2015","9,7669","9,7950","9,8238","9,7277","-0,37%"
"07/07/2015","9,8029","9,7710","9,8643","9,7453","0,20%"
"06/07/2015","9,7830","9,7475","9,8225","9,7257","0,36%"
"03/07/2015","9,7481","9,7564","9,7757","9,7113","-0,07%"
"02/07/2015","9,7552","9,7575","9,7946","9,7134","-0,17%"
"01/07/2015","9,7721","9,7158","9,7896","9,6901","0,28%"
"30/06/2015","9,7445","9,6730","9,7685","9,6308","0,65%"
"29/06/2015","9,6813","9,7080","9,8047","9,6335","-0,29%"
"26/06/2015","9,7091","9,6809","9,7524","9,6451","0,10%"
"25/06/2015","9,6996","9,6910","9,7319","9,6487","0,23%"
"24/06/2015","9,6769","9,7100","9,7407","9,6477","-0,42%"
"23/06/2015","9,7182","9,6190","9,7457","9,5963","0,77%"
"22/06/2015","9,6440","9,6178","9,6655","9,5645","0,23%"
"19/06/2015","9,6216","9,6104","9,6618","9,5765","0,04%"
"18/06/2015","9,6176","9,6227","9,6515","9,5538","-0,13%"
"17/06/2015","9,6297","9,6527","9,6983","9,6000","-0,39%"
"16/06/2015","9,6678","9,6484","9,7105","9,6090","0,10%"
"15/06/2015","9,6580","9,6666","9,7094","9,6248","-0,08%"
"12/06/2015","9,6654","9,6601","9,7368","9,6200","-0,06%"
"11/06/2015","9,6714","9,6292","9,7200","9,5963","0,36%"
"10/06/2015","9,6367","9,6306","9,6815","9,5787","-0,22%"
"09/06/2015","9,6583","9,6227","9,7039","9,5891","0,22%"
"08/06/2015","9,6374","9,7273","9,7655","9,6150","-1,14%"
"05/06/2015","9,7484","9,6539","9,7920","9,6285","0,69%"
"04/06/2015","9,6818","9,6356","9,7130","9,5731","0,20%"
"03/06/2015","9,6625","9,7200","9,7746","9,6250","-0,60%"
"02/06/2015","9,7213","9,8312","9,8578","9,6860","-1,46%"
"01/06/2015","9,8655","9,7989","9,8982","9,7981","0,34%"
"29/05/2015","9,8325","9,8197","9,8668","9,7842","0,03%"
"28/05/2015","9,8292","9,8540","9,8908","9,8000","-0,33%"
"27/05/2015","9,8613","9,8662","9,9181","9,8255","-0,10%"
"26/05/2015","9,8714","9,8079","9,8978","9,7845","0,50%"
"25/05/2015","9,8219","9,7575","9,8366","9,7550","0,22%"
"22/05/2015","9,8002","9,7214","9,8173","9,6665","0,53%"
"21/05/2015","9,7488","9,7411","9,7701","9,6796","-0,10%"
"20/05/2015","9,7585","9,7186","9,7813","9,7006","0,24%"
"19/05/2015","9,7350","9,6340","9,7546","9,5991","1,06%"
"18/05/2015","9,6332","9,5560","9,6580","9,5432","0,66%"
"15/05/2015","9,5700","9,5622","9,6508","9,5337","-0,29%"
"14/05/2015","9,5977","9,6175","9,6436","9,5471","-0,21%"
"13/05/2015","9,6182","9,6675","9,7360","9,5862","-0,78%"
"12/05/2015","9,6939","9,7248","9,7456","9,6347","-0,35%"
"11/05/2015","9,7281","9,6955","9,7593","9,6798","0,20%"
"08/05/2015","9,7086","9,6651","9,7204","9,6295","0,37%"
"07/05/2015","9,6728","9,6159","9,6905","9,5822","0,47%"
"06/05/2015","9,6271","9,7080","9,7211","9,5887","-0,92%"
"05/05/2015","9,7161","9,7254","9,7823","9,6695","-0,21%"
"04/05/2015","9,7369","9,6845","9,7527","9,6675","0,32%"
"01/05/2015","9,7058","9,6846","9,7212","9,6311","0,10%"
"30/04/2015","9,6959","9,7334","9,7760","9,6610","-0,50%"
"29/04/2015","9,7447","9,8183","9,8439","9,6894","-0,82%"
"28/04/2015","9,8253","9,8673","9,9018","9,7938","-0,52%"
"27/04/2015","9,8770","9,8692","9,9253","9,8321","-0,06%"
"24/04/2015","9,8833","9,9023","9,9592","9,8285","-0,27%"
"23/04/2015","9,9098","9,9535","10,0063","9,8505","-0,56%"
"22/04/2015","9,9653","9,9603","9,9836","9,9074","-0,01%"
"21/04/2015","9,9661","9,9588","10,0285","9,9275","0,01%"
"20/04/2015","9,9651","9,9237","9,9810","9,8989","0,37%"
"17/04/2015","9,9281","9,9435","9,9958","9,8680","-0,27%"
"16/04/2015","9,9547","9,9970","10,0375","9,8913","-0,45%"
"15/04/2015","9,9996","10,0110","10,1000","9,9607","-0,23%"
"14/04/2015","10,0225","10,0730","10,1005","9,9734","-0,54%"
"13/04/2015","10,0765","10,0540","10,1045","10,0133","0,18%"
"10/04/2015","10,0585","10,0120","10,0865","9,9601","0,42%"
"09/04/2015","10,0165","9,8896","10,0325","9,8796","0,89%"
"08/04/2015","9,9280","9,8973","9,9390","9,8035","0,26%"
"07/04/2015","9,9020","9,8183","9,9108","9,7451","0,78%"
"06/04/2015","9,8255","9,7400","9,8368","9,6981","0,53%"
"03/04/2015","9,7733","9,8520","9,8810","9,7170","-0,82%"
"02/04/2015","9,8540","9,9254","9,9508","9,7957","-0,86%"
"01/04/2015","9,9390","9,9560","9,9827","9,8803","-0,23%"
"31/03/2015","9,9622","9,8629","9,9857","9,8577","0,73%"
"30/03/2015","9,8901","9,8440","9,9168","9,8181","0,43%"
"27/03/2015","9,8477","9,8495","9,9269","9,7701","-0,07%"
"26/03/2015","9,8543","9,7878","9,8927","9,6995","0,63%"
"25/03/2015","9,7926","9,8215","9,8433","9,7174","-0,34%"
"24/03/2015","9,8260","9,8067","9,8502","9,7246","0,16%"
"23/03/2015","9,8105","9,8723","9,9380","9,7581","-0,91%"
"20/03/2015","9,9007","9,9924","10,0495","9,8317","-1,18%"
"19/03/2015","10,0185","9,8267","10,0565","9,8046","1,66%"
"18/03/2015","9,8548","10,0570","10,0927","9,7729","-2,07%"
"17/03/2015","10,0635","10,0686","10,0995","10,0080","-0,23%"
"16/03/2015","10,0865","10,1288","10,1635","10,0278","-0,54%"
"13/03/2015","10,1415","10,0320","10,1685","10,0131","1,04%"
"12/03/2015","10,0375","10,0860","10,1415","9,9743","-0,64%"
"11/03/2015","10,1025","9,9855","10,1295","9,9512","1,12%"
"10/03/2015","9,9907","9,8745","9,9944","9,8555","1,14%"
"09/03/2015","9,8784","9,8545","9,9024","9,7928","0,17%"
"06/03/2015","9,8615","9,7485","9,8844","9,7354","1,12%"
"05/03/2015","9,7523","9,6672","9,7983","9,6624","0,45%"
"04/03/2015","9,7086","9,6472","9,7840","9,6121","0,31%"
"03/03/2015","9,6787","9,6354","9,6931","9,5801","0,07%"
"02/03/2015","9,6716","9,6070","9,6781","9,5659","0,30%"
"27/02/2015","9,6428","9,6015","9,6524","9,5631","0,05%"
"26/02/2015","9,6380","9,5218","9,6476","9,4782","1,14%"
"25/02/2015","9,5294","9,5145","9,5697","9,4703","-0,14%"
"24/02/2015","9,5423","9,5437","9,5857","9,4891","-0,06%"
"23/02/2015","9,5482","9,4821","9,5751","9,4635","0,31%"
"20/02/2015","9,5189","9,5236","9,5967","9,4473","-0,09%"
"19/02/2015","9,5275","9,4625","9,5440","9,4295","0,33%"
"18/02/2015","9,4965","9,4561","9,5900","9,4534","-0,06%"
"17/02/2015","9,5020","9,5240","9,5683","9,4336","-0,33%"
"16/02/2015","9,5338","9,5000","9,5923","9,4505","0,28%"
"13/02/2015","9,5070","9,4734","9,5302","9,4402","0,06%"
"12/02/2015","9,5016","9,5533","9,6027","9,4488","-0,60%"
"11/02/2015","9,5585","9,5604","9,5981","9,5070","-0,09%"
"10/02/2015","9,5672","9,5594","9,6012","9,4972","-0,11%"
"09/02/2015","9,5777","9,5418","9,6136","9,4947","0,21%"
"06/02/2015","9,5573","9,4596","9,6133","9,4095","0,96%"
"05/02/2015","9,4664","9,5155","9,5814","9,4057","-0,92%"
"04/02/2015","9,5545","9,4500","9,5844","9,4110","0,94%"
"03/02/2015","9,4658","9,5420","9,5755","9,3911","-0,96%"
"02/02/2015","9,5575","9,5523","9,5935","9,4900","-0,29%"
"30/01/2015","9,5855","9,5640","9,6080","9,4890","0,15%"
"29/01/2015","9,5708","9,5780","9,6118","9,4876","-0,24%"
"28/01/2015","9,5935","9,5251","9,6133","9,4736","0,65%"
"27/01/2015","9,5318","9,6045","9,6376","9,4485","-0,99%"
"26/01/2015","9,6270","9,6355","9,6947","9,5365","-0,21%"
"23/01/2015","9,6475","9,5260","9,7218","9,4815","1,12%"
"22/01/2015","9,5402","9,3650","9,5724","9,3037","1,71%"
"21/01/2015","9,3801","9,4145","9,4248","9,2953","-0,42%"
"20/01/2015","9,4200","9,3794","9,4360","9,3236","0,36%"
"19/01/2015","9,3861","9,3644","9,4069","9,3082","-0,09%"
"16/01/2015","9,3950","9,3286","9,4827","9,3088","0,43%"
"15/01/2015","9,3550","9,2657","9,4301","9,2146","0,92%"
"14/01/2015","9,2696","9,2768","9,3082","9,1772","-0,13%"
"13/01/2015","9,2820","9,2015","9,2926","9,1816","0,62%"
"12/01/2015","9,2248","9,1972","9,2949","9,1738","-0,06%"
"09/01/2015","9,2300","9,2263","9,3000","9,1775","-0,37%"
"08/01/2015","9,2645","9,2210","9,3018","9,1897","0,31%"
"07/01/2015","9,2360","9,1890","9,2710","9,1573","0,25%"
"06/01/2015","9,2130","9,1530","9,2185","9,1082","0,49%"
"05/01/2015","9,1680","9,1110","9,2067","9,0922","0,47%"
"02/01/2015","9,1250","9,0490","9,1475","9,0200","0,67%"
"01/01/2015","9,0640","9,0338","9,0710","9,0200","0,02%"
"31/12/2014","9,0621","9,0170","9,0955","8,9740","0,38%"
"30/12/2014","9,0279","9,0025","9,0707","8,9706","-0,01%"
"29/12/2014","9,0288","8,9799","9,0640","8,9512","0,16%"
"26/12/2014","9,0144","8,9595","9,0559","8,9497","0,29%"
"25/12/2014","8,9880","8,9692","9,0462","8,9344","-0,18%"
"24/12/2014","9,0042","9,0080","9,0460","8,9497","-0,20%"
"23/12/2014","9,0225","8,9918","9,0457","8,9334","0,44%"
"22/12/2014","8,9834","8,9546","9,0271","8,9103","0,06%"
"19/12/2014","8,9782","8,9294","9,0249","8,8930","0,23%"
"18/12/2014","8,9574","8,9195","8,9775","8,8719","0,18%"
"17/12/2014","8,9417","8,8218","8,9519","8,7687","1,29%"
"16/12/2014","8,8274","8,8664","8,8787","8,7425","-0,40%"
"15/12/2014","8,8625","8,8085","8,9106","8,7904","0,06%"
"12/12/2014","8,8570","8,8507","8,9090","8,7855","-0,22%"
"11/12/2014","8,8762","8,8154","8,9336","8,7922","0,23%"
"10/12/2014","8,8559","8,9011","8,9441","8,8148","-0,49%"
"09/12/2014","8,8993","8,8920","8,9580","8,8093","-0,37%"
"08/12/2014","8,9327","8,9130","9,0085","8,8786","-0,17%"
"05/12/2014","8,9483","8,9046","8,9936","8,8478","0,58%"
"04/12/2014","8,8963","8,9260","8,9857","8,8053","-0,49%"
"03/12/2014","8,9400","8,8840","8,9632","8,8474","0,45%"
"02/12/2014","8,8997","8,8350","8,9106","8,7990","0,60%"
"01/12/2014","8,8468","8,8498","8,8750","8,7772","-0,21%"
"28/11/2014","8,8650","8,8360","8,8900","8,7835","0,22%"
"27/11/2014","8,8453","8,8140","8,8810","8,7769","0,26%"
"26/11/2014","8,8224","8,8394","8,8933","8,7613","-0,25%"
"25/11/2014","8,8445","8,8325","8,8947","8,7864","-0,16%"
"24/11/2014","8,8588","8,8508","8,9223","8,8099","-0,41%"
"21/11/2014","8,8950","8,7990","8,9167","8,7504","1,03%"
"20/11/2014","8,8041","8,7692","8,8353","8,7385","0,09%"
"19/11/2014","8,7958","8,7785","8,8478","8,7380","-0,12%"
"18/11/2014","8,8066","8,8198","8,8944","8,7523","-0,54%"
"17/11/2014","8,8548","8,8260","8,8921","8,7635","0,25%"
"14/11/2014","8,8328","8,8135","8,9068","8,7536","-0,23%"
"13/11/2014","8,8530","8,8575","8,8933","8,7841","-0,34%"
"12/11/2014","8,8836","8,8367","8,8945","8,7780","0,49%"
"11/11/2014","8,8407","8,8800","8,8985","8,7897","-0,57%"
"10/11/2014","8,8915","8,8610","8,8925","8,7823","0,30%"
"07/11/2014","8,8650","8,9060","8,9300","8,8102","-0,59%"
"06/11/2014","8,9180","8,8298","8,9240","8,7665","0,96%"
"05/11/2014","8,8336","8,7740","8,8824","8,7478","0,37%"
"04/11/2014","8,8007","8,8430","8,8503","8,7442","-0,56%"
"03/11/2014","8,8504","8,8230","8,8793","8,7797","0,21%"
"31/10/2014","8,8320","8,7680","8,8520","8,7245","0,58%"
"30/10/2014","8,7815","8,7249","8,8175","8,7118","0,30%"
"29/10/2014","8,7549","8,7007","8,7635","8,6354","0,58%"
"28/10/2014","8,7041","8,7200","8,7335","8,6384","-0,25%"
"27/10/2014","8,7259","8,7355","8,7491","8,6652","-0,22%"
"24/10/2014","8,7451","8,7557","8,7654","8,6808","-0,15%"
"23/10/2014","8,7586","8,7540","8,7772","8,6912","-0,07%"
"22/10/2014","8,7645","8,7159","8,7733","8,6653","0,44%"
"21/10/2014","8,7263","8,6428","8,7301","8,6023","0,60%"
"20/10/2014","8,6740","8,6519","8,7055","8,6227","-0,20%"
"17/10/2014","8,6910","8,6644","8,7067","8,6026","0,22%"
"16/10/2014","8,6720","8,6440","8,7345","8,6085","0,20%"
"15/10/2014","8,6550","8,7440","8,7776","8,5818","-1,15%"
"14/10/2014","8,7555","8,6990","8,7714","8,6496","0,62%"
"13/10/2014","8,7014","8,7374","8,7608","8,6565","-0,82%"
"10/10/2014","8,7730","8,7249","8,7957","8,6780","0,40%"
